date,tmax_celsius,tmean_celsius,precipitation_mm,dewpoint_celsius,high_temp,recent_rain,high_humidity,risk_score
2024-01-27,25.494424438476585,20.576009368896507,2.896130084991455,15.76629219055178,False,True,True,2
2024-01-28,26.05182800292971,20.255612945556663,9.700077772038185,16.553484853108728,False,True,True,2
2024-01-29,26.108026123046898,20.41954701741537,13.194647431362228,17.03691190083822,False,True,True,2
2024-01-30,26.404031372070335,21.50676307678225,0.7599681615815257,15.339743550618493,False,True,True,2
2024-01-31,23.165917968750023,19.077923711140954,0.32688975323935665,12.147163645426474,False,False,True,1
2024-02-01,25.040444946289085,19.215425109863304,0.005546496879560436,11.154245630900107,False,False,False,0
2024-02-02,24.837152099609398,19.647903696696005,0.026214122669898643,11.330104446411156,False,False,False,0
2024-02-03,25.641015625000023,19.716281509399437,2.797590034560926,14.29987233479818,False,True,True,2
2024-02-04,25.19458923339846,20.001865005493187,2.733755111592018,14.929012552897177,False,True,True,2
2024-02-05,27.281152343750023,20.534640884399437,4.823446273803711,15.989953613281273,False,True,True,2
2024-02-06,29.026956176757835,21.76690572102865,0.0008553266184208042,12.439934031168661,False,False,True,1
2024-02-07,30.30915222167971,22.717062250773154,0.0012993227755941916,10.928780492146814,False,False,False,0
2024-02-08,30.800088500976585,24.261352793375693,1.305815209946104,12.555844879150413,False,True,True,2
2024-02-09,28.272973632812523,21.42934951782229,15.397709607970711,17.28770472208663,False,True,True,2
2024-02-10,28.42749938964846,22.023956553141318,0.00693798064688167,13.582479731241904,False,False,True,1
2024-02-11,23.385598754882835,19.084172821044945,1.0230839252471924,14.431850051879906,False,True,True,2
2024-02-12,24.069192504882835,19.365275955200218,0.8118331431319348,14.487268066406273,False,True,True,2
2024-02-13,28.068627929687523,21.707087453206384,0.3646516057642657,14.186380640665732,False,False,True,1
2024-02-14,29.174951171875023,22.722133255004906,0.0814083819022926,13.489401117960654,False,False,True,1
2024-02-15,28.748818969726585,23.012207285563193,0.24968683709403194,13.303647613525413,False,False,True,1
2024-02-16,29.514428710937523,23.48531557718917,0.012800097465515137,11.404419199625693,False,False,False,0
2024-02-17,30.722207641601585,23.606333669026696,0.059258937824324676,11.406929270426474,False,False,False,0
2024-02-18,29.55036315917971,23.113786951700888,9.375005960464478,15.343241628011071,False,True,True,2
2024-02-19,25.076379394531273,20.85584411621096,4.373396091637005,17.037343597412132,False,True,True,2
2024-02-20,26.406701660156273,21.00117899576827,0.5347792321117595,16.404256439209007,False,True,True,2
2024-02-21,28.89350280761721,22.82997856140139,0.0241520015720198,14.652691777547204,False,False,True,1
2024-02-22,27.016030883789085,22.0699179331462,2.989518642323219,15.055367406209314,False,True,True,2
2024-02-23,27.865991210937523,21.974392191569052,1.2012422083671481,15.651558812459314,False,True,True,2
2024-02-24,27.804315185546898,21.314667638142907,5.820969654394048,15.716959253946982,False,True,True,2
2024-02-25,27.45105895996096,22.654189046223962,0.288936803048756,14.911569849650107,False,False,True,1
2024-02-26,28.52655944824221,22.152916208903036,0.5380631732805341,14.706422424316429,False,True,True,2
2024-02-27,22.149255371093773,18.417252477010095,2.1600351082042835,14.339056269327841,False,True,True,2
2024-02-28,22.272973632812523,17.966505304972372,1.3446509838104248,12.755069351196312,False,True,True,2
